Link,Company,Title,Location,Sector
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45810534,(주)링거스튜디오,Blockchain Engineer (Solidity),서울종로구,웹개발블록체인메타버스Solidity컨텐츠제공
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45575101,(주)에스앤피랩,에스앤피랩과 함께할 BlockChain 개발자를 모집합니다.,서울서초구,블록체인모바일APP
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45663055,(주)웨이브릿지,[웨이브릿지] Blockchain Business Strategist,서울중구,사업기획전략기획리서치시장조사신사업기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45730948,(주)이노그리드,하이퍼 스퀘어 Web3 [블록체인] 센터 경력 공개 채용,서울중구,DBAQA/테스터SI개발블록체인AWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45967129,주식회사 팩터랩스,"팩터랩스 블록체인 프론트엔드(React, Reactnative) 개발자 채용",서울강남구,프론트엔드블록체인ReactReact-NativeTypeScript
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45944932,주식회사 체인위드,[파트타임] 블록체인 지갑 및 AI 플랫폼 프론트엔드,서울강남구,웹개발프론트엔드딥러닝머신러닝블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45910391,주식회사 제프,[다날관계사] 메타버스 프로젝트 블록체인 Front-End 개발 채용,경기성남시 분당구,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45975565,(주)크립티드,블록체인 코어 개발자모집,서울강남구,백엔드/서버개발웹개발SI개발블록체인핀테크
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45919959,브이피(주),서버개발(블록체인) 담당 채용,서울중구,백엔드/서버개발웹개발퍼블리셔프론트엔드블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45925769,(주)위메이드,블록체인 디파이 플랫폼 백엔드 전문 개발자,경기전체,백엔드/서버개발웹개발프론트엔드블록체인C#
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45944958,주식회사 체인위드,[파트타임] 블록체인 지갑 및 AI 플랫폼 백엔드,서울강남구,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45560505,시크릿타운(주),블록체인 기반 메타버스 서비스 웹 개발자 채용,서울강남구,백엔드/서버개발블록체인R&D메타버스스마트컨트랙트
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45931860,(주)스마트엠투엠,블록체인 솔루션 연구개발 인력 채용,부산해운대구,블록체인솔루션정보통신APIGit
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45905401,주식회사 위즈클라쓰,사업기획/웹디자인/프론트엔드/백엔드/블록체인/웹기획 경력자,서울강남구,백엔드/서버개발앱개발웹개발퍼블리셔프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45975500,(주)크립티드,블록체인 플랫폼 서비스기획 담당자 모집,서울강남구,블록체인브랜드기획마케팅기획콘텐츠기획마케팅기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45904257,(주)다스버스,블록체인연구실 각 부문 신입 / 경력직 채용 (정규직),서울서초구,백엔드/서버개발앱개발웹개발프론트엔드반응형웹
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45747601,(주)소프트위즈,(주)소프트위즈 블록체인 시스템 개발자 모집,서울강남구,백엔드/서버개발앱개발웹개발SI개발C++
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45809109,(주)아이비즈소프트웨어,[경력] IT 개발자 및 블록체인 부문 별 채용공고,서울영등포구,웹개발프론트엔드AndroidAWSGoLang
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45786380,주식회사 미르니,경영지원 신입/경력 정규직 채용 (블록체인 스타트업),서울서초구,관리회계기업회계세무회계자산관리재무회계
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45920182,(주)데이터랩스,[부산근무]블록체인 기획·전략 정규직 모집합니다(경력무관),부산남구,사업기획앱기획전략기획사업제휴신사업기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45941622,이지시큐브이,블록체인 서비스 사무보조 (정규직 채용),경기성남시 수정구,사무직컴플라이언스문서작성사무보조사무행정
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45629085,(주)빗썸코리아,[빗썸] 블록체인 개발 (5년 이상),서울강남구,백엔드/서버개발웹개발프론트엔드블록체인ECMAScript
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45830641,(주)조이시티,[트랄라랩(JOYCITY 자회사)] 블록체인 프론트엔드 개발자 모집,경기성남시 분당구,게임개발앱개발웹개발프론트엔드블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45830626,(주)조이시티,[트랄라랩(JOYCITY 자회사)] 블록체인 백엔드 개발자 모집,경기성남시 분당구,게임개발백엔드/서버개발앱개발웹개발프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45349146,(주)지큐브,"블록체인 기반 백엔드/웹서비스, Smart Contract 개발자",경기전체,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45840054,디엑스웍스(주),기업부설연구소 블록체인 개발자 채용,대구수성구,백엔드/서버개발네트워크블록체인C++C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45889902,(주)위메이드,블록체인 개발자,경기전체,백엔드/서버개발웹개발프론트엔드블록체인ECMAScript
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45889921,(주)위메이드,리눅스 시스템 엔지니어 (블록체인 노드 운영),경기전체,백엔드/서버개발웹개발SE(시스템엔지니어)네트워크블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45925778,(주)위메이드,블록체인 디파이 플랫폼 스마트 컨트랙트 전문 개발자,경기전체,앱개발블록체인AndroidiOSKotlin
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45811498,(주)인디제이,블록체인 서비스 기획자 채용 공고,광주동구,블록체인전략기획기획C++사업기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45365065,주식회사 인피니티 익스체인지 코리아,블록체인 개발자,서울서초구,웹개발프론트엔드DBASE(시스템엔지니어)블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44969942,(주)한국포인트거래소,블록체인 개발자,서울전체,백엔드/서버개발웹개발블록체인인프라AWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45841918,(주)하이카이브,하이퍼레저 패브릭 블록체인 개발자 경력 채용,서울강남구,보안컨설팅웹개발정보보안블록체인빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44947881,(주)위즈블,블록체인 백엔드(서버) 개발자,서울마포구,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45944979,주식회사 체인위드,[파트타임] 블록체인 지갑 및 AI 플랫폼 풀스택,서울강남구,백엔드/서버개발웹개발퍼블리셔프론트엔드SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45914065,(주)디지털존,(주)디지털존 사업기획팀 블록체인 개발자 채용,서울마포구,블록체인스마트컨트랙트인프라nftDID
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45987546,에스지에이(주),"[SGA솔루션즈] 블록체인 연구개발직원 공개 채용(사원,대리)",서울송파구,웹개발블록체인APIGitAzure
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45719181,(주)탐앤탐스,(주)탐앤탐스 블록체인(Toms) 서비스 운영/기획 채용,서울광진구,블록체인커뮤니티매니저메타버스nft프로젝트기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45913596,(주)지엘플러스,블록체인 사업 운영 담당자 채용,서울송파구,블록체인마케팅기획마케팅전략광고마케팅기업홍보
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45868709,(주)위메이드,블록체인 플랫폼 기술PM,경기전체,기술지원앱개발블록체인VR(가상현실)C#
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45891003,(주)위메이드,블록체인 자금 운영 및 관리 담당,경기성남시 분당구,블록체인법인결산자금관리재무기획회계결산
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45945039,(주)경일게임아카데미,"웹프로그래밍+블록체인 교강사 채용(정규직, 중식제공, 워라밸)",서울강동구,게임개발백엔드/서버개발앱개발웹개발프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45531795,(주)에스앤피랩,[경력] 블록체인 서버 개발자,서울서초구,백엔드/서버개발웹개발SE(시스템엔지니어)검색엔진블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45985599,(주)헬로서치,코스닥상장 유명게임사 NFT&DAO&블록체인 전 포지션 모집,서울강남구,블록체인VR(가상현실)마케팅기획마케팅전략서비스기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45746685,주식회사 디랩스,(네시삼십삼분 자회사) 블록체인 개발자 모집,서울강남구,블록체인Solidity스마트컨트랙트유지보수Node.js
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45815713,주식회사 인피니티 익스체인지 코리아,블록체인 개발자 채용,서울강남구,백엔드/서버개발APIAWSJPAMyBatis
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45893396,퍼블리시(주),블록체인 개발자 채용,서울영등포구,백엔드/서버개발블록체인AWSGoLangMongoDB
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45962542,(주)에스유스카우트,[블록체인기업] 데브옵스/클라우드(AWS) 개발자,서울용산구,DevOps네트워크블록체인인프라클라우드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45616358,(주)인피닛블록,[인피닛블록] 블록체인 개발자 채용,서울강남구,블록체인프론트엔드클라우드핀테크AWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45760384,하잎랩,블록체인 PM /기획자 모집,서울강남구,블록체인Figma서비스기획기획통신
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45674834,두승 주식회사,블록체인 온라인 서비스 기획 및 운영(by 인코딩랩스),서울강남구,블록체인사업기획전략기획사업개발사업제휴
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45795184,주식회사메타레어앤에프티,(신입&경력) 블록체인 정규직 채용,서울강남구,블록체인핀테크컨텐츠제공
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45873727,(주)베스트에치알 (Best HR),블록체인플랫폼사 정보보호 담당 채용,서울영등포구,보안컨설팅정보보안블록체인취약점진단ISMS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45891570,(주)베스트에치알 (Best HR),블록체인 인프라 엔지니어,서울마포구,블록체인인프라클라우드ISMSAWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45915793,(주)베스트에치알 (Best HR),블록체인플랫폼사 프론트엔드 리드급,서울마포구,프론트엔드블록체인ReactReactJSVue.js
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45915797,(주)베스트에치알 (Best HR),블록체인 프론트엔드 백엔드 스마트 컨트랙트 채용,서울영등포구,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)SI개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45933813,(주)리앤파트너,[국내최대 가상자산거래소기업] 블록체인 개발 (정규직),서울서초구,백엔드/서버개발블록체인핀테크GitJira
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45970489,두승 주식회사,블록체인 인큐베이팅 사업개발 (by 인코딩랩스),서울서초구,블록체인사업기획전략기획사업개발사업제휴
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45970516,두승 주식회사,블록체인 글로벌 마케팅 정규직 (by 인코딩랩스),서울서초구,블록체인마케팅기획블로그마케팅SNS마케팅디지털마케팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45981481,(주)코리아휴먼리소시스,블록체인 DevOPs 실장급 프론트엔드 웹 앱 서비스 기획 PM PO,서울영등포구,클라우드DevOpsAWSPythonUI/UX디자인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45774662,(주)위매드블록,블록체인 서버 프로그래머 구인,서울성동구,게임개발백엔드/서버개발네트워크블록체인메타버스
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45773285,(주)콘돌,블록체인 관련 사업개발 & 전략기획 경력직 채용합니다,서울강동구,블록체인SNS마케팅기획마케팅전략블로그마케팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45856453,람다256(주),블록체인 미들웨어 개발,서울서초구,미들웨어블록체인JavaPythonTypeScript
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45754841,(주)팀에이컴퍼니,팀에이컴퍼니 블록체인 서비스 UX 기획자 채용,경기하남시,블록체인마케팅기획마케팅기획사업기획서비스기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45570710,디에프체인 주식회사,[디에프체인]블록체인 기반 게임 플랫폼 백엔드 개발자 모집,서울서초구,백엔드/서버개발RDBMSAWSMySQLNode.js
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45670303,주식회사씨아이씨커뮤니티,블록체인 개발자 모집,대전서구,블록체인JavascriptNode.jsSolidity스마트컨트랙트
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45940193,디앤에스에버(주),[블록체인 플랫폼] 정규직 Backend 개발자,서울강남구,백엔드/서버개발네트워크블록체인핀테크API
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45940211,디앤에스에버(주),[블록체인 플랫폼] 노드 시스템 엔지니어 채용(병역특례 가능),서울강남구,SE(시스템엔지니어)네트워크블록체인스크립트핀테크
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45940206,디앤에스에버(주),[블록체인 플랫폼] 정규직 DevOps/Cloud/Infra engineer(AWS),서울강남구,클라우드DevOpsAWSDockerKubernetes
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45732194,(주)위치크래프트,[(주)위치크래프트] 서비스기획 운영 / 블록체인 개발자,서울강남구,블록체인스마트컨트랙트컨텐츠제공
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45773131,(주)위치컴퍼니,[위치컴퍼니(주)] 블록체인 개발자 채용,서울강남구,블록체인BM(브랜드매니저)PM(프로젝트매니저)기획스마트컨트랙트
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45874864,(주)루트랩,블록체인 사업 기획 신입/경력 사원 채용,대구남구,블록체인사업기획서비스기획앱기획웹기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45897168,(주)스텝씨,외국인 투자법인-가상자산 거래소 블록체인 개발자,서울강남구,블록체인스마트컨트랙트알고리즘오픈마켓
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45877034,굿커리어,[유명 블록체인 전자지갑 개발사] 백엔드 개발자,서울강남구,CSSHTML5Node.js블록체인API
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45926356,(주)밸리랩,"(주)밸리랩 블록체인 기획, 운영 신입/경력 채용 공고",서울강남구,블록체인인프라IT컨설팅인큐베이팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45972024,굿커리어,[유명 블록체인 전자지갑 개발 기업] 마케팅,서울강남구,블록체인마케팅기획마케팅전략블로그마케팅인플루언서마케팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45974167,클릭모빌리티 주식회사,판교근무 블록체인 프로젝트 커뮤니티 운영 및 관리자 채용,경기성남시 분당구,블록체인핀테크마케팅기획홍보
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45945827,(주)핀커스코리아,국내금융사 - 블록체인 서비스 기획 채용,서울중구,블록체인서비스기획아키텍쳐기획토큰
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45968362,(주)소셜인프라테크,블록체인 프로덕트 매니저 (3년 이상),서울강남구,PL(프로젝트리더)PM(프로젝트매니저)PO(프로덕트오너)기획SI·시스템통합
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45927391,(주)토큰포스트,[토큰포스트] 블록체인 전문미디어 신입기자 모집,서울영등포구,기자신문신문사언론사인터넷신문
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45927413,(주)토큰포스트,[토큰포스트] 블록체인 전문미디어 경력기자 모집,서울영등포구,기자신문신문사언론사인터넷신문
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45588264,팩트블록(주),"[팩트블록] 블록체인&크립토 리서치 분야 채용(시니어, 주니어)",서울서초구,브랜딩리서치시장조사기획컨텐츠제공
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45771452,(주)지지56코리아,국내 디지털 마케팅 (블록체인) 담당자 모집,서울강남구,기업홍보언론홍보마케팅IMC솔루션업체
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45953971,주식회사 화조홀딩스,블록체인 서비스 기획팀 신입/ 경력 채용,서울마포구,사업기획기획UI/UX비금융지주회사
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45962526,(주)에스유스카우트,[블록체인 게임기업] 마케팅 리드,서울강남구,마케팅SEO서치펌
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45915790,(주)베스트에치알 (Best HR),블록체인플랫폼사 서비스기획 PO 채용,서울마포구,서비스기획앱기획웹기획PO(프로덕트오너)스토리보드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45881264,주식회사 미르니,경영지원 신입/경력 정규직 채용 (블록체인 스타트업),서울관악구,사무보조경영지원연구지원전자상거래쇼핑몰
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45970856,제이앤존(주),블록체인 플랫폼 기획 및 글로벌 마케팅 기획,서울강남구,마케팅기획기획리서치큐레이터블록체인플랫폼기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45818807,(주)비피엠지,"[신논현역, 블록체인] BPMG 디자이너 채용 (경력2년이상)",서울서초구,일러스트Figma소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45919979,(주)데이터랩스,블록체인 기획·전략 정규직 모집합니다(경력무관),서울강남구,사업기획앱기획전략기획사업제휴신사업기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45940221,디앤에스에버(주),[블록체인 플랫폼] 정규직 웹/앱 서비스 기획,서울강남구,서비스기획앱기획웹기획기획블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45565116,(주)멘티스코,블록체인 사업전략 채용,서울강남구,사업기획전략기획데이터분석사업제휴시장조사
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45911272,이지시큐브이,"블록체인 서비스 사무보조, 자료입력(정규직 채용)",경기성남시 수정구,사무직컴플라이언스문서작성사무보조사무행정
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45910803,주식회사 화조시스템즈,[화조시스템즈] 기획 담당자 구인 공고(블록체인 우대),서울마포구,게임기획경영기획마케팅기획브랜드기획사업기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45984861,주식회사이지스벤처스,"[이지스벤처스] 블록체인 기획,운영 신입/경력 채용",서울강남구,전략기획사업개발신사업기획사업기획기획
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45932412,한국조폐공사,2023년도 한국조폐공사 신입직원(채용형인턴) 채용,대전유성구,웹개발모의해킹블록체인인프라취약점진단
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45888955,세메스(주),2023 SEMES 각 부문 경력사원 모집,충남천안시,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45970243,세메스(주),2023 SEMES 박사 공개채용,충남천안시,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45909133,(주)큐브엔터테인먼트,(주)큐브엔터테인먼트 부문별 신입/경력 인재 채용,서울성동구,블록체인해외시장개척바이어발굴/관리연예매니저무대제작
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45839144,주식회사 티시스 아이티,"태광그룹 ㈜티시스아이티 우수 ""IT 기술 리더"" 영입",서울중구,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅
